,ST,CB,PB,GO,CA
3561,10,5,15,45,25
3562,10,5,15,50,20
3563,10,5,15,55,15
3564,10,5,15,60,10
3565,10,5,15,65,5
3566,10,5,15,70,0
3567,10,5,20,0,65
3568,10,5,20,5,60
3569,10,5,20,10,55
3570,10,5,20,15,50
3571,10,5,20,20,45
3572,10,5,20,25,40
3573,10,5,20,30,35
3574,10,5,20,35,30
3575,10,5,20,40,25
3576,10,5,20,45,20
3577,10,5,20,50,15
3578,10,5,20,55,10
3579,10,5,20,60,5
3580,10,5,20,65,0
3581,10,5,25,0,60
3582,10,5,25,5,55
3583,10,5,25,10,50
3584,10,5,25,15,45
3585,10,5,25,20,40
3586,10,5,25,25,35
3587,10,5,25,30,30
3588,10,5,25,35,25
3589,10,5,25,40,20
3590,10,5,25,45,15
3591,10,5,25,50,10
3592,10,5,25,55,5
3593,10,5,25,60,0
3594,10,5,30,0,55
3595,10,5,30,5,50
3596,10,5,30,10,45
3597,10,5,30,15,40
3598,10,5,30,20,35
3599,10,5,30,25,30
3600,10,5,30,30,25
3601,10,5,30,35,20
3602,10,5,30,40,15
3603,10,5,30,45,10
3604,10,5,30,50,5
3605,10,5,30,55,0
3606,10,5,35,0,50
3607,10,5,35,5,45
3608,10,5,35,10,40
3609,10,5,35,15,35
3610,10,5,35,20,30
3611,10,5,35,25,25
3612,10,5,35,30,20
3613,10,5,35,35,15
3614,10,5,35,40,10
3615,10,5,35,45,5
3616,10,5,35,50,0
3617,10,5,40,0,45
3618,10,5,40,5,40
3619,10,5,40,10,35
3620,10,5,40,15,30
3621,10,5,40,20,25
3622,10,5,40,25,20
3623,10,5,40,30,15
3624,10,5,40,35,10
3625,10,5,40,40,5
3626,10,5,40,45,0
3627,10,5,45,0,40
3628,10,5,45,5,35
3629,10,5,45,10,30
3630,10,5,45,15,25
3631,10,5,45,20,20
3632,10,5,45,25,15
3633,10,5,45,30,10
3634,10,5,45,35,5
3635,10,5,45,40,0
3636,10,5,50,0,35
3637,10,5,50,5,30
3638,10,5,50,10,25
3639,10,5,50,15,20
3640,10,5,50,20,15
3641,10,5,50,25,10
3642,10,5,50,30,5
3643,10,5,50,35,0
3644,10,5,55,0,30
3645,10,5,55,5,25
3646,10,5,55,10,20
3647,10,5,55,15,15
3648,10,5,55,20,10
3649,10,5,55,25,5
3650,10,5,55,30,0
3651,10,5,60,0,25
3652,10,5,60,5,20
3653,10,5,60,10,15
3654,10,5,60,15,10
3655,10,5,60,20,5
3656,10,5,60,25,0
3657,10,5,65,0,20
3658,10,5,65,5,15
3659,10,5,65,10,10
3660,10,5,65,15,5
3661,10,5,65,20,0
3662,10,5,70,0,15
3663,10,5,70,5,10
3664,10,5,70,10,5
3665,10,5,70,15,0
3666,10,5,75,0,10
3667,10,5,75,5,5
3668,10,5,75,10,0
3669,10,5,80,0,5
3670,10,5,80,5,0
3671,10,5,85,0,0
3672,10,10,0,0,80
3673,10,10,0,5,75
3674,10,10,0,10,70
3675,10,10,0,15,65
3676,10,10,0,20,60
3677,10,10,0,25,55
3678,10,10,0,30,50
3679,10,10,0,35,45
3680,10,10,0,40,40
3681,10,10,0,45,35
3682,10,10,0,50,30
3683,10,10,0,55,25
3684,10,10,0,60,20
3685,10,10,0,65,15
3686,10,10,0,70,10
3687,10,10,0,75,5
3688,10,10,0,80,0
3689,10,10,5,0,75
3690,10,10,5,5,70
3691,10,10,5,10,65
3692,10,10,5,15,60
3693,10,10,5,20,55
3694,10,10,5,25,50
3695,10,10,5,30,45
3696,10,10,5,35,40
3697,10,10,5,40,35
3698,10,10,5,45,30
3699,10,10,5,50,25
3700,10,10,5,55,20
3701,10,10,5,60,15
3702,10,10,5,65,10
3703,10,10,5,70,5
3704,10,10,5,75,0
3705,10,10,10,0,70
3706,10,10,10,5,65
3707,10,10,10,10,60
3708,10,10,10,15,55
3709,10,10,10,20,50
3710,10,10,10,25,45
3711,10,10,10,30,40
3712,10,10,10,35,35
3713,10,10,10,40,30
3714,10,10,10,45,25
3715,10,10,10,50,20
3716,10,10,10,55,15
3717,10,10,10,60,10
3718,10,10,10,65,5
3719,10,10,10,70,0
3720,10,10,15,0,65
3721,10,10,15,5,60
3722,10,10,15,10,55
3723,10,10,15,15,50
3724,10,10,15,20,45
3725,10,10,15,25,40
3726,10,10,15,30,35
3727,10,10,15,35,30
3728,10,10,15,40,25
3729,10,10,15,45,20
3730,10,10,15,50,15
3731,10,10,15,55,10
3732,10,10,15,60,5
3733,10,10,15,65,0
3734,10,10,20,0,60
3735,10,10,20,5,55
3736,10,10,20,10,50
3737,10,10,20,15,45
3738,10,10,20,20,40
3739,10,10,20,25,35
3740,10,10,20,30,30
3741,10,10,20,35,25
3742,10,10,20,40,20
3743,10,10,20,45,15
3744,10,10,20,50,10
3745,10,10,20,55,5
3746,10,10,20,60,0
3747,10,10,25,0,55
3748,10,10,25,5,50
3749,10,10,25,10,45
3750,10,10,25,15,40
3751,10,10,25,20,35
3752,10,10,25,25,30
3753,10,10,25,30,25
3754,10,10,25,35,20
3755,10,10,25,40,15
3756,10,10,25,45,10
3757,10,10,25,50,5
3758,10,10,25,55,0
3759,10,10,30,0,50
3760,10,10,30,5,45
3761,10,10,30,10,40
3762,10,10,30,15,35
3763,10,10,30,20,30
3764,10,10,30,25,25
3765,10,10,30,30,20
3766,10,10,30,35,15
3767,10,10,30,40,10
3768,10,10,30,45,5
3769,10,10,30,50,0
3770,10,10,35,0,45
3771,10,10,35,5,40
3772,10,10,35,10,35
3773,10,10,35,15,30
3774,10,10,35,20,25
3775,10,10,35,25,20
3776,10,10,35,30,15
3777,10,10,35,35,10
3778,10,10,35,40,5
3779,10,10,35,45,0
3780,10,10,40,0,40
3781,10,10,40,5,35
3782,10,10,40,10,30
3783,10,10,40,15,25
3784,10,10,40,20,20
3785,10,10,40,25,15
3786,10,10,40,30,10
3787,10,10,40,35,5
3788,10,10,40,40,0
3789,10,10,45,0,35
3790,10,10,45,5,30
3791,10,10,45,10,25
3792,10,10,45,15,20
3793,10,10,45,20,15
3794,10,10,45,25,10
3795,10,10,45,30,5
3796,10,10,45,35,0
3797,10,10,50,0,30
3798,10,10,50,5,25
3799,10,10,50,10,20
3800,10,10,50,15,15
3801,10,10,50,20,10
3802,10,10,50,25,5
3803,10,10,50,30,0
3804,10,10,55,0,25
3805,10,10,55,5,20
3806,10,10,55,10,15
3807,10,10,55,15,10
3808,10,10,55,20,5
3809,10,10,55,25,0
3810,10,10,60,0,20
3811,10,10,60,5,15
3812,10,10,60,10,10
3813,10,10,60,15,5
3814,10,10,60,20,0
3815,10,10,65,0,15
3816,10,10,65,5,10
3817,10,10,65,10,5
3818,10,10,65,15,0
3819,10,10,70,0,10
3820,10,10,70,5,5
3821,10,10,70,10,0
3822,10,10,75,0,5
3823,10,10,75,5,0
3824,10,10,80,0,0
3825,10,15,0,0,75
3826,10,15,0,5,70
3827,10,15,0,10,65
3828,10,15,0,15,60
3829,10,15,0,20,55
3830,10,15,0,25,50
3831,10,15,0,30,45
3832,10,15,0,35,40
3833,10,15,0,40,35
3834,10,15,0,45,30
3835,10,15,0,50,25
3836,10,15,0,55,20
3837,10,15,0,60,15
3838,10,15,0,65,10
3839,10,15,0,70,5
3840,10,15,0,75,0
3841,10,15,5,0,70
3842,10,15,5,5,65
3843,10,15,5,10,60
3844,10,15,5,15,55
3845,10,15,5,20,50
3846,10,15,5,25,45
3847,10,15,5,30,40
3848,10,15,5,35,35
3849,10,15,5,40,30
3850,10,15,5,45,25
3851,10,15,5,50,20
3852,10,15,5,55,15
3853,10,15,5,60,10
3854,10,15,5,65,5
3855,10,15,5,70,0
3856,10,15,10,0,65
3857,10,15,10,5,60
3858,10,15,10,10,55
3859,10,15,10,15,50
3860,10,15,10,20,45
3861,10,15,10,25,40
3862,10,15,10,30,35
3863,10,15,10,35,30
3864,10,15,10,40,25
3865,10,15,10,45,20
3866,10,15,10,50,15
3867,10,15,10,55,10
3868,10,15,10,60,5
3869,10,15,10,65,0
3870,10,15,15,0,60
3871,10,15,15,5,55
3872,10,15,15,10,50
3873,10,15,15,15,45
3874,10,15,15,20,40
3875,10,15,15,25,35
3876,10,15,15,30,30
3877,10,15,15,35,25
3878,10,15,15,40,20
3879,10,15,15,45,15
3880,10,15,15,50,10
3881,10,15,15,55,5
3882,10,15,15,60,0
3883,10,15,20,0,55
3884,10,15,20,5,50
3885,10,15,20,10,45
3886,10,15,20,15,40
3887,10,15,20,20,35
3888,10,15,20,25,30
3889,10,15,20,30,25
3890,10,15,20,35,20
3891,10,15,20,40,15
3892,10,15,20,45,10
3893,10,15,20,50,5
3894,10,15,20,55,0
3895,10,15,25,0,50
3896,10,15,25,5,45
3897,10,15,25,10,40
3898,10,15,25,15,35
3899,10,15,25,20,30
3900,10,15,25,25,25
3901,10,15,25,30,20
3902,10,15,25,35,15
3903,10,15,25,40,10
3904,10,15,25,45,5
3905,10,15,25,50,0
3906,10,15,30,0,45
3907,10,15,30,5,40
3908,10,15,30,10,35
3909,10,15,30,15,30
3910,10,15,30,20,25
3911,10,15,30,25,20
3912,10,15,30,30,15
3913,10,15,30,35,10
3914,10,15,30,40,5
3915,10,15,30,45,0
3916,10,15,35,0,40
3917,10,15,35,5,35
3918,10,15,35,10,30
3919,10,15,35,15,25
3920,10,15,35,20,20
3921,10,15,35,25,15
3922,10,15,35,30,10
3923,10,15,35,35,5
3924,10,15,35,40,0
3925,10,15,40,0,35
3926,10,15,40,5,30
3927,10,15,40,10,25
3928,10,15,40,15,20
3929,10,15,40,20,15
3930,10,15,40,25,10
3931,10,15,40,30,5
3932,10,15,40,35,0
3933,10,15,45,0,30
3934,10,15,45,5,25
3935,10,15,45,10,20
3936,10,15,45,15,15
3937,10,15,45,20,10
3938,10,15,45,25,5
3939,10,15,45,30,0
3940,10,15,50,0,25
3941,10,15,50,5,20
3942,10,15,50,10,15
3943,10,15,50,15,10
3944,10,15,50,20,5
3945,10,15,50,25,0
3946,10,15,55,0,20
3947,10,15,55,5,15
3948,10,15,55,10,10
3949,10,15,55,15,5
3950,10,15,55,20,0
3951,10,15,60,0,15
3952,10,15,60,5,10
3953,10,15,60,10,5
3954,10,15,60,15,0
3955,10,15,65,0,10
3956,10,15,65,5,5
3957,10,15,65,10,0
3958,10,15,70,0,5
3959,10,15,70,5,0
3960,10,15,75,0,0
3961,10,20,0,0,70
3962,10,20,0,5,65
3963,10,20,0,10,60
3964,10,20,0,15,55
3965,10,20,0,20,50
3966,10,20,0,25,45
3967,10,20,0,30,40
3968,10,20,0,35,35
3969,10,20,0,40,30
3970,10,20,0,45,25
3971,10,20,0,50,20
3972,10,20,0,55,15
3973,10,20,0,60,10
3974,10,20,0,65,5
3975,10,20,0,70,0
3976,10,20,5,0,65
3977,10,20,5,5,60
3978,10,20,5,10,55
3979,10,20,5,15,50
3980,10,20,5,20,45
3981,10,20,5,25,40
3982,10,20,5,30,35
3983,10,20,5,35,30
3984,10,20,5,40,25
3985,10,20,5,45,20
3986,10,20,5,50,15
3987,10,20,5,55,10
3988,10,20,5,60,5
3989,10,20,5,65,0
3990,10,20,10,0,60
3991,10,20,10,5,55
3992,10,20,10,10,50
3993,10,20,10,15,45
3994,10,20,10,20,40
3995,10,20,10,25,35
3996,10,20,10,30,30
3997,10,20,10,35,25
3998,10,20,10,40,20
3999,10,20,10,45,15
4000,10,20,10,50,10
4001,10,20,10,55,5
4002,10,20,10,60,0
4003,10,20,15,0,55
4004,10,20,15,5,50
4005,10,20,15,10,45
4006,10,20,15,15,40
4007,10,20,15,20,35
4008,10,20,15,25,30
4009,10,20,15,30,25
4010,10,20,15,35,20
4011,10,20,15,40,15
4012,10,20,15,45,10
4013,10,20,15,50,5
4014,10,20,15,55,0
4015,10,20,20,0,50
4016,10,20,20,5,45
4017,10,20,20,10,40
4018,10,20,20,15,35
4019,10,20,20,20,30
4020,10,20,20,25,25
4021,10,20,20,30,20
4022,10,20,20,35,15
4023,10,20,20,40,10
4024,10,20,20,45,5
4025,10,20,20,50,0
4026,10,20,25,0,45
4027,10,20,25,5,40
4028,10,20,25,10,35
4029,10,20,25,15,30
4030,10,20,25,20,25
4031,10,20,25,25,20
4032,10,20,25,30,15
4033,10,20,25,35,10
4034,10,20,25,40,5
4035,10,20,25,45,0
4036,10,20,30,0,40
4037,10,20,30,5,35
4038,10,20,30,10,30
4039,10,20,30,15,25
4040,10,20,30,20,20
4041,10,20,30,25,15
4042,10,20,30,30,10
4043,10,20,30,35,5
4044,10,20,30,40,0
4045,10,20,35,0,35
4046,10,20,35,5,30
4047,10,20,35,10,25
4048,10,20,35,15,20
4049,10,20,35,20,15
4050,10,20,35,25,10
4051,10,20,35,30,5
4052,10,20,35,35,0
4053,10,20,40,0,30
4054,10,20,40,5,25
4055,10,20,40,10,20
4056,10,20,40,15,15
4057,10,20,40,20,10
4058,10,20,40,25,5
4059,10,20,40,30,0
4060,10,20,45,0,25
4061,10,20,45,5,20
4062,10,20,45,10,15
4063,10,20,45,15,10
4064,10,20,45,20,5
4065,10,20,45,25,0
4066,10,20,50,0,20
4067,10,20,50,5,15
4068,10,20,50,10,10
4069,10,20,50,15,5
4070,10,20,50,20,0
4071,10,20,55,0,15
4072,10,20,55,5,10
4073,10,20,55,10,5
4074,10,20,55,15,0
4075,10,20,60,0,10
4076,10,20,60,5,5
4077,10,20,60,10,0
4078,10,20,65,0,5
4079,10,20,65,5,0
4080,10,20,70,0,0
4081,10,25,0,0,65
4082,10,25,0,5,60
4083,10,25,0,10,55
4084,10,25,0,15,50
4085,10,25,0,20,45
4086,10,25,0,25,40
4087,10,25,0,30,35
4088,10,25,0,35,30
4089,10,25,0,40,25
4090,10,25,0,45,20
4091,10,25,0,50,15
4092,10,25,0,55,10
4093,10,25,0,60,5
4094,10,25,0,65,0
4095,10,25,5,0,60
4096,10,25,5,5,55
4097,10,25,5,10,50
4098,10,25,5,15,45
4099,10,25,5,20,40
4100,10,25,5,25,35
4101,10,25,5,30,30
4102,10,25,5,35,25
4103,10,25,5,40,20
4104,10,25,5,45,15
4105,10,25,5,50,10
4106,10,25,5,55,5
4107,10,25,5,60,0
4108,10,25,10,0,55
4109,10,25,10,5,50
4110,10,25,10,10,45
4111,10,25,10,15,40
4112,10,25,10,20,35
4113,10,25,10,25,30
4114,10,25,10,30,25
4115,10,25,10,35,20
4116,10,25,10,40,15
4117,10,25,10,45,10
4118,10,25,10,50,5
4119,10,25,10,55,0
4120,10,25,15,0,50
4121,10,25,15,5,45
4122,10,25,15,10,40
4123,10,25,15,15,35
4124,10,25,15,20,30
4125,10,25,15,25,25
4126,10,25,15,30,20
4127,10,25,15,35,15
4128,10,25,15,40,10
4129,10,25,15,45,5
4130,10,25,15,50,0
4131,10,25,20,0,45
4132,10,25,20,5,40
4133,10,25,20,10,35
4134,10,25,20,15,30
4135,10,25,20,20,25
4136,10,25,20,25,20
4137,10,25,20,30,15
4138,10,25,20,35,10
4139,10,25,20,40,5
4140,10,25,20,45,0
4141,10,25,25,0,40
4142,10,25,25,5,35
4143,10,25,25,10,30
4144,10,25,25,15,25
4145,10,25,25,20,20
4146,10,25,25,25,15
4147,10,25,25,30,10
4148,10,25,25,35,5
4149,10,25,25,40,0
4150,10,25,30,0,35
4151,10,25,30,5,30
4152,10,25,30,10,25
4153,10,25,30,15,20
4154,10,25,30,20,15
4155,10,25,30,25,10
4156,10,25,30,30,5
4157,10,25,30,35,0
4158,10,25,35,0,30
4159,10,25,35,5,25
4160,10,25,35,10,20
4161,10,25,35,15,15
4162,10,25,35,20,10
4163,10,25,35,25,5
4164,10,25,35,30,0
4165,10,25,40,0,25
4166,10,25,40,5,20
4167,10,25,40,10,15
4168,10,25,40,15,10
4169,10,25,40,20,5
4170,10,25,40,25,0
4171,10,25,45,0,20
4172,10,25,45,5,15
4173,10,25,45,10,10
4174,10,25,45,15,5
4175,10,25,45,20,0
4176,10,25,50,0,15
4177,10,25,50,5,10
4178,10,25,50,10,5
4179,10,25,50,15,0
4180,10,25,55,0,10
4181,10,25,55,5,5
4182,10,25,55,10,0
4183,10,25,60,0,5
4184,10,25,60,5,0
4185,10,25,65,0,0
4186,10,30,0,0,60
4187,10,30,0,5,55
4188,10,30,0,10,50
4189,10,30,0,15,45
4190,10,30,0,20,40
4191,10,30,0,25,35
4192,10,30,0,30,30
4193,10,30,0,35,25
4194,10,30,0,40,20
4195,10,30,0,45,15
4196,10,30,0,50,10
4197,10,30,0,55,5
4198,10,30,0,60,0
4199,10,30,5,0,55
4200,10,30,5,5,50
4201,10,30,5,10,45
4202,10,30,5,15,40
4203,10,30,5,20,35
4204,10,30,5,25,30
4205,10,30,5,30,25
4206,10,30,5,35,20
4207,10,30,5,40,15
4208,10,30,5,45,10
4209,10,30,5,50,5
4210,10,30,5,55,0
4211,10,30,10,0,50
4212,10,30,10,5,45
4213,10,30,10,10,40
4214,10,30,10,15,35
4215,10,30,10,20,30
4216,10,30,10,25,25
4217,10,30,10,30,20
4218,10,30,10,35,15
4219,10,30,10,40,10
4220,10,30,10,45,5
4221,10,30,10,50,0
4222,10,30,15,0,45
4223,10,30,15,5,40
4224,10,30,15,10,35
4225,10,30,15,15,30
4226,10,30,15,20,25
4227,10,30,15,25,20
4228,10,30,15,30,15
4229,10,30,15,35,10
4230,10,30,15,40,5
4231,10,30,15,45,0
4232,10,30,20,0,40
4233,10,30,20,5,35
4234,10,30,20,10,30
4235,10,30,20,15,25
4236,10,30,20,20,20
4237,10,30,20,25,15
4238,10,30,20,30,10
4239,10,30,20,35,5
4240,10,30,20,40,0
4241,10,30,25,0,35
4242,10,30,25,5,30
4243,10,30,25,10,25
4244,10,30,25,15,20
4245,10,30,25,20,15
4246,10,30,25,25,10
4247,10,30,25,30,5
4248,10,30,25,35,0
4249,10,30,30,0,30
4250,10,30,30,5,25
4251,10,30,30,10,20
4252,10,30,30,15,15
4253,10,30,30,20,10
4254,10,30,30,25,5
4255,10,30,30,30,0
4256,10,30,35,0,25
4257,10,30,35,5,20
4258,10,30,35,10,15
4259,10,30,35,15,10
4260,10,30,35,20,5
4261,10,30,35,25,0
4262,10,30,40,0,20
4263,10,30,40,5,15
4264,10,30,40,10,10
4265,10,30,40,15,5
4266,10,30,40,20,0
4267,10,30,45,0,15
4268,10,30,45,5,10
4269,10,30,45,10,5
4270,10,30,45,15,0
4271,10,30,50,0,10
4272,10,30,50,5,5
4273,10,30,50,10,0
4274,10,30,55,0,5
4275,10,30,55,5,0
4276,10,30,60,0,0
4277,10,35,0,0,55
4278,10,35,0,5,50
4279,10,35,0,10,45
4280,10,35,0,15,40
4281,10,35,0,20,35
4282,10,35,0,25,30
4283,10,35,0,30,25
4284,10,35,0,35,20
4285,10,35,0,40,15
4286,10,35,0,45,10
4287,10,35,0,50,5
4288,10,35,0,55,0
4289,10,35,5,0,50
4290,10,35,5,5,45
4291,10,35,5,10,40
4292,10,35,5,15,35
4293,10,35,5,20,30
4294,10,35,5,25,25
4295,10,35,5,30,20
4296,10,35,5,35,15
4297,10,35,5,40,10
4298,10,35,5,45,5
4299,10,35,5,50,0
4300,10,35,10,0,45
4301,10,35,10,5,40
4302,10,35,10,10,35
4303,10,35,10,15,30
4304,10,35,10,20,25
4305,10,35,10,25,20
4306,10,35,10,30,15
4307,10,35,10,35,10
4308,10,35,10,40,5
4309,10,35,10,45,0
4310,10,35,15,0,40
4311,10,35,15,5,35
4312,10,35,15,10,30
4313,10,35,15,15,25
4314,10,35,15,20,20
4315,10,35,15,25,15
4316,10,35,15,30,10
4317,10,35,15,35,5
4318,10,35,15,40,0
4319,10,35,20,0,35
4320,10,35,20,5,30
4321,10,35,20,10,25
4322,10,35,20,15,20
4323,10,35,20,20,15
4324,10,35,20,25,10
4325,10,35,20,30,5
4326,10,35,20,35,0
4327,10,35,25,0,30
4328,10,35,25,5,25
4329,10,35,25,10,20
4330,10,35,25,15,15
4331,10,35,25,20,10
4332,10,35,25,25,5
4333,10,35,25,30,0
4334,10,35,30,0,25
4335,10,35,30,5,20
4336,10,35,30,10,15
4337,10,35,30,15,10
4338,10,35,30,20,5
4339,10,35,30,25,0
4340,10,35,35,0,20
4341,10,35,35,5,15
4342,10,35,35,10,10
4343,10,35,35,15,5
4344,10,35,35,20,0
4345,10,35,40,0,15
4346,10,35,40,5,10
4347,10,35,40,10,5
4348,10,35,40,15,0
4349,10,35,45,0,10
4350,10,35,45,5,5
4351,10,35,45,10,0
4352,10,35,50,0,5
4353,10,35,50,5,0
4354,10,35,55,0,0
4355,10,40,0,0,50
4356,10,40,0,5,45
4357,10,40,0,10,40
4358,10,40,0,15,35
4359,10,40,0,20,30
4360,10,40,0,25,25
4361,10,40,0,30,20
4362,10,40,0,35,15
4363,10,40,0,40,10
4364,10,40,0,45,5
4365,10,40,0,50,0
4366,10,40,5,0,45
4367,10,40,5,5,40
4368,10,40,5,10,35
4369,10,40,5,15,30
4370,10,40,5,20,25
4371,10,40,5,25,20
4372,10,40,5,30,15
4373,10,40,5,35,10
4374,10,40,5,40,5
4375,10,40,5,45,0
4376,10,40,10,0,40
4377,10,40,10,5,35
4378,10,40,10,10,30
4379,10,40,10,15,25
4380,10,40,10,20,20
4381,10,40,10,25,15
4382,10,40,10,30,10
4383,10,40,10,35,5
4384,10,40,10,40,0
4385,10,40,15,0,35
4386,10,40,15,5,30
4387,10,40,15,10,25
4388,10,40,15,15,20
4389,10,40,15,20,15
4390,10,40,15,25,10
4391,10,40,15,30,5
4392,10,40,15,35,0
4393,10,40,20,0,30
4394,10,40,20,5,25
4395,10,40,20,10,20
4396,10,40,20,15,15
4397,10,40,20,20,10
4398,10,40,20,25,5
4399,10,40,20,30,0
4400,10,40,25,0,25
4401,10,40,25,5,20
4402,10,40,25,10,15
4403,10,40,25,15,10
4404,10,40,25,20,5
4405,10,40,25,25,0
4406,10,40,30,0,20
4407,10,40,30,5,15
4408,10,40,30,10,10
4409,10,40,30,15,5
4410,10,40,30,20,0
4411,10,40,35,0,15
4412,10,40,35,5,10
4413,10,40,35,10,5
4414,10,40,35,15,0
4415,10,40,40,0,10
4416,10,40,40,5,5
4417,10,40,40,10,0
4418,10,40,45,0,5
4419,10,40,45,5,0
4420,10,40,50,0,0
4421,10,45,0,0,45
4422,10,45,0,5,40
4423,10,45,0,10,35
4424,10,45,0,15,30
4425,10,45,0,20,25
4426,10,45,0,25,20
4427,10,45,0,30,15
4428,10,45,0,35,10
4429,10,45,0,40,5
4430,10,45,0,45,0
4431,10,45,5,0,40
4432,10,45,5,5,35
4433,10,45,5,10,30
4434,10,45,5,15,25
4435,10,45,5,20,20
4436,10,45,5,25,15
4437,10,45,5,30,10
4438,10,45,5,35,5
4439,10,45,5,40,0
4440,10,45,10,0,35
4441,10,45,10,5,30
4442,10,45,10,10,25
4443,10,45,10,15,20
4444,10,45,10,20,15
4445,10,45,10,25,10
4446,10,45,10,30,5
4447,10,45,10,35,0
4448,10,45,15,0,30
4449,10,45,15,5,25
4450,10,45,15,10,20
4451,10,45,15,15,15
4452,10,45,15,20,10
4453,10,45,15,25,5
4454,10,45,15,30,0
4455,10,45,20,0,25
4456,10,45,20,5,20
4457,10,45,20,10,15
4458,10,45,20,15,10
4459,10,45,20,20,5
4460,10,45,20,25,0
4461,10,45,25,0,20
4462,10,45,25,5,15
4463,10,45,25,10,10
4464,10,45,25,15,5
4465,10,45,25,20,0
4466,10,45,30,0,15
4467,10,45,30,5,10
4468,10,45,30,10,5
4469,10,45,30,15,0
4470,10,45,35,0,10
4471,10,45,35,5,5
4472,10,45,35,10,0
4473,10,45,40,0,5
4474,10,45,40,5,0
4475,10,45,45,0,0
4476,10,50,0,0,40
4477,10,50,0,5,35
4478,10,50,0,10,30
4479,10,50,0,15,25
4480,10,50,0,20,20
4481,10,50,0,25,15
4482,10,50,0,30,10
4483,10,50,0,35,5
4484,10,50,0,40,0
4485,10,50,5,0,35
4486,10,50,5,5,30
4487,10,50,5,10,25
4488,10,50,5,15,20
4489,10,50,5,20,15
4490,10,50,5,25,10
4491,10,50,5,30,5
4492,10,50,5,35,0
4493,10,50,10,0,30
4494,10,50,10,5,25
4495,10,50,10,10,20
4496,10,50,10,15,15
4497,10,50,10,20,10
4498,10,50,10,25,5
4499,10,50,10,30,0
4500,10,50,15,0,25
4501,10,50,15,5,20
4502,10,50,15,10,15
4503,10,50,15,15,10
4504,10,50,15,20,5
4505,10,50,15,25,0
4506,10,50,20,0,20
4507,10,50,20,5,15
4508,10,50,20,10,10
4509,10,50,20,15,5
4510,10,50,20,20,0
4511,10,50,25,0,15
4512,10,50,25,5,10
4513,10,50,25,10,5
4514,10,50,25,15,0
4515,10,50,30,0,10
4516,10,50,30,5,5
4517,10,50,30,10,0
4518,10,50,35,0,5
4519,10,50,35,5,0
4520,10,50,40,0,0
4521,10,55,0,0,35
4522,10,55,0,5,30
4523,10,55,0,10,25
4524,10,55,0,15,20
4525,10,55,0,20,15
4526,10,55,0,25,10
4527,10,55,0,30,5
4528,10,55,0,35,0
4529,10,55,5,0,30
4530,10,55,5,5,25
4531,10,55,5,10,20
4532,10,55,5,15,15
4533,10,55,5,20,10
4534,10,55,5,25,5
4535,10,55,5,30,0
4536,10,55,10,0,25
4537,10,55,10,5,20
4538,10,55,10,10,15
4539,10,55,10,15,10
4540,10,55,10,20,5
4541,10,55,10,25,0
4542,10,55,15,0,20
4543,10,55,15,5,15
4544,10,55,15,10,10
4545,10,55,15,15,5
4546,10,55,15,20,0
4547,10,55,20,0,15
4548,10,55,20,5,10
4549,10,55,20,10,5
4550,10,55,20,15,0
4551,10,55,25,0,10
4552,10,55,25,5,5
4553,10,55,25,10,0
4554,10,55,30,0,5
4555,10,55,30,5,0
4556,10,55,35,0,0
4557,10,60,0,0,30
4558,10,60,0,5,25
4559,10,60,0,10,20
4560,10,60,0,15,15
4561,10,60,0,20,10
4562,10,60,0,25,5
4563,10,60,0,30,0
4564,10,60,5,0,25
4565,10,60,5,5,20
4566,10,60,5,10,15
4567,10,60,5,15,10
4568,10,60,5,20,5
4569,10,60,5,25,0
4570,10,60,10,0,20
4571,10,60,10,5,15
4572,10,60,10,10,10
4573,10,60,10,15,5
4574,10,60,10,20,0
4575,10,60,15,0,15
4576,10,60,15,5,10
4577,10,60,15,10,5
4578,10,60,15,15,0
4579,10,60,20,0,10
4580,10,60,20,5,5
4581,10,60,20,10,0
4582,10,60,25,0,5
4583,10,60,25,5,0
4584,10,60,30,0,0
4585,10,65,0,0,25
4586,10,65,0,5,20
4587,10,65,0,10,15
4588,10,65,0,15,10
4589,10,65,0,20,5
4590,10,65,0,25,0
4591,10,65,5,0,20
4592,10,65,5,5,15
4593,10,65,5,10,10
4594,10,65,5,15,5
4595,10,65,5,20,0
4596,10,65,10,0,15
4597,10,65,10,5,10
4598,10,65,10,10,5
4599,10,65,10,15,0
4600,10,65,15,0,10
4601,10,65,15,5,5
4602,10,65,15,10,0
4603,10,65,20,0,5
4604,10,65,20,5,0
4605,10,65,25,0,0
4606,10,70,0,0,20
4607,10,70,0,5,15
4608,10,70,0,10,10
4609,10,70,0,15,5
4610,10,70,0,20,0
4611,10,70,5,0,15
4612,10,70,5,5,10
4613,10,70,5,10,5
4614,10,70,5,15,0
4615,10,70,10,0,10
4616,10,70,10,5,5
4617,10,70,10,10,0
4618,10,70,15,0,5
4619,10,70,15,5,0
4620,10,70,20,0,0
4621,10,75,0,0,15
4622,10,75,0,5,10
4623,10,75,0,10,5
4624,10,75,0,15,0
4625,10,75,5,0,10
4626,10,75,5,5,5
4627,10,75,5,10,0
4628,10,75,10,0,5
4629,10,75,10,5,0
4630,10,75,15,0,0
4631,10,80,0,0,10
4632,10,80,0,5,5
4633,10,80,0,10,0
4634,10,80,5,0,5
4635,10,80,5,5,0
