,ST,CB,PB,GO,CA
5363,15,25,15,5,40
5364,15,25,15,10,35
5365,15,25,15,15,30
5366,15,25,15,20,25
5367,15,25,15,25,20
5368,15,25,15,30,15
5369,15,25,15,35,10
5370,15,25,15,40,5
5371,15,25,15,45,0
5372,15,25,20,0,40
5373,15,25,20,5,35
5374,15,25,20,10,30
5375,15,25,20,15,25
5376,15,25,20,20,20
5377,15,25,20,25,15
5378,15,25,20,30,10
5379,15,25,20,35,5
5380,15,25,20,40,0
5381,15,25,25,0,35
5382,15,25,25,5,30
5383,15,25,25,10,25
5384,15,25,25,15,20
5385,15,25,25,20,15
5386,15,25,25,25,10
5387,15,25,25,30,5
5388,15,25,25,35,0
5389,15,25,30,0,30
5390,15,25,30,5,25
5391,15,25,30,10,20
5392,15,25,30,15,15
5393,15,25,30,20,10
5394,15,25,30,25,5
5395,15,25,30,30,0
5396,15,25,35,0,25
5397,15,25,35,5,20
5398,15,25,35,10,15
5399,15,25,35,15,10
5400,15,25,35,20,5
5401,15,25,35,25,0
5402,15,25,40,0,20
5403,15,25,40,5,15
5404,15,25,40,10,10
5405,15,25,40,15,5
5406,15,25,40,20,0
5407,15,25,45,0,15
5408,15,25,45,5,10
5409,15,25,45,10,5
5410,15,25,45,15,0
5411,15,25,50,0,10
5412,15,25,50,5,5
5413,15,25,50,10,0
5414,15,25,55,0,5
5415,15,25,55,5,0
5416,15,25,60,0,0
5417,15,30,0,0,55
5418,15,30,0,5,50
5419,15,30,0,10,45
5420,15,30,0,15,40
5421,15,30,0,20,35
5422,15,30,0,25,30
5423,15,30,0,30,25
5424,15,30,0,35,20
5425,15,30,0,40,15
5426,15,30,0,45,10
5427,15,30,0,50,5
5428,15,30,0,55,0
5429,15,30,5,0,50
5430,15,30,5,5,45
5431,15,30,5,10,40
5432,15,30,5,15,35
5433,15,30,5,20,30
5434,15,30,5,25,25
5435,15,30,5,30,20
5436,15,30,5,35,15
5437,15,30,5,40,10
5438,15,30,5,45,5
5439,15,30,5,50,0
5440,15,30,10,0,45
5441,15,30,10,5,40
5442,15,30,10,10,35
5443,15,30,10,15,30
5444,15,30,10,20,25
5445,15,30,10,25,20
5446,15,30,10,30,15
5447,15,30,10,35,10
5448,15,30,10,40,5
5449,15,30,10,45,0
5450,15,30,15,0,40
5451,15,30,15,5,35
5452,15,30,15,10,30
5453,15,30,15,15,25
5454,15,30,15,20,20
5455,15,30,15,25,15
5456,15,30,15,30,10
5457,15,30,15,35,5
5458,15,30,15,40,0
5459,15,30,20,0,35
5460,15,30,20,5,30
5461,15,30,20,10,25
5462,15,30,20,15,20
5463,15,30,20,20,15
5464,15,30,20,25,10
5465,15,30,20,30,5
5466,15,30,20,35,0
5467,15,30,25,0,30
5468,15,30,25,5,25
5469,15,30,25,10,20
5470,15,30,25,15,15
5471,15,30,25,20,10
5472,15,30,25,25,5
5473,15,30,25,30,0
5474,15,30,30,0,25
5475,15,30,30,5,20
5476,15,30,30,10,15
5477,15,30,30,15,10
5478,15,30,30,20,5
5479,15,30,30,25,0
5480,15,30,35,0,20
5481,15,30,35,5,15
5482,15,30,35,10,10
5483,15,30,35,15,5
5484,15,30,35,20,0
5485,15,30,40,0,15
5486,15,30,40,5,10
5487,15,30,40,10,5
5488,15,30,40,15,0
5489,15,30,45,0,10
5490,15,30,45,5,5
5491,15,30,45,10,0
5492,15,30,50,0,5
5493,15,30,50,5,0
5494,15,30,55,0,0
5495,15,35,0,0,50
5496,15,35,0,5,45
5497,15,35,0,10,40
5498,15,35,0,15,35
5499,15,35,0,20,30
5500,15,35,0,25,25
5501,15,35,0,30,20
5502,15,35,0,35,15
5503,15,35,0,40,10
5504,15,35,0,45,5
5505,15,35,0,50,0
5506,15,35,5,0,45
5507,15,35,5,5,40
5508,15,35,5,10,35
5509,15,35,5,15,30
5510,15,35,5,20,25
5511,15,35,5,25,20
5512,15,35,5,30,15
5513,15,35,5,35,10
5514,15,35,5,40,5
5515,15,35,5,45,0
5516,15,35,10,0,40
5517,15,35,10,5,35
5518,15,35,10,10,30
5519,15,35,10,15,25
5520,15,35,10,20,20
5521,15,35,10,25,15
5522,15,35,10,30,10
5523,15,35,10,35,5
5524,15,35,10,40,0
5525,15,35,15,0,35
5526,15,35,15,5,30
5527,15,35,15,10,25
5528,15,35,15,15,20
5529,15,35,15,20,15
5530,15,35,15,25,10
5531,15,35,15,30,5
5532,15,35,15,35,0
5533,15,35,20,0,30
5534,15,35,20,5,25
5535,15,35,20,10,20
5536,15,35,20,15,15
5537,15,35,20,20,10
5538,15,35,20,25,5
5539,15,35,20,30,0
5540,15,35,25,0,25
5541,15,35,25,5,20
5542,15,35,25,10,15
5543,15,35,25,15,10
5544,15,35,25,20,5
5545,15,35,25,25,0
5546,15,35,30,0,20
5547,15,35,30,5,15
5548,15,35,30,10,10
5549,15,35,30,15,5
5550,15,35,30,20,0
5551,15,35,35,0,15
5552,15,35,35,5,10
5553,15,35,35,10,5
5554,15,35,35,15,0
5555,15,35,40,0,10
5556,15,35,40,5,5
5557,15,35,40,10,0
5558,15,35,45,0,5
5559,15,35,45,5,0
5560,15,35,50,0,0
5561,15,40,0,0,45
5562,15,40,0,5,40
5563,15,40,0,10,35
5564,15,40,0,15,30
5565,15,40,0,20,25
5566,15,40,0,25,20
5567,15,40,0,30,15
5568,15,40,0,35,10
5569,15,40,0,40,5
5570,15,40,0,45,0
5571,15,40,5,0,40
5572,15,40,5,5,35
5573,15,40,5,10,30
5574,15,40,5,15,25
5575,15,40,5,20,20
5576,15,40,5,25,15
5577,15,40,5,30,10
5578,15,40,5,35,5
5579,15,40,5,40,0
5580,15,40,10,0,35
5581,15,40,10,5,30
5582,15,40,10,10,25
5583,15,40,10,15,20
5584,15,40,10,20,15
5585,15,40,10,25,10
5586,15,40,10,30,5
5587,15,40,10,35,0
5588,15,40,15,0,30
5589,15,40,15,5,25
5590,15,40,15,10,20
5591,15,40,15,15,15
5592,15,40,15,20,10
5593,15,40,15,25,5
5594,15,40,15,30,0
5595,15,40,20,0,25
5596,15,40,20,5,20
5597,15,40,20,10,15
5598,15,40,20,15,10
5599,15,40,20,20,5
5600,15,40,20,25,0
5601,15,40,25,0,20
5602,15,40,25,5,15
5603,15,40,25,10,10
5604,15,40,25,15,5
5605,15,40,25,20,0
5606,15,40,30,0,15
5607,15,40,30,5,10
5608,15,40,30,10,5
5609,15,40,30,15,0
5610,15,40,35,0,10
5611,15,40,35,5,5
5612,15,40,35,10,0
5613,15,40,40,0,5
5614,15,40,40,5,0
5615,15,40,45,0,0
5616,15,45,0,0,40
5617,15,45,0,5,35
5618,15,45,0,10,30
5619,15,45,0,15,25
5620,15,45,0,20,20
5621,15,45,0,25,15
5622,15,45,0,30,10
5623,15,45,0,35,5
5624,15,45,0,40,0
5625,15,45,5,0,35
5626,15,45,5,5,30
5627,15,45,5,10,25
5628,15,45,5,15,20
5629,15,45,5,20,15
5630,15,45,5,25,10
5631,15,45,5,30,5
5632,15,45,5,35,0
5633,15,45,10,0,30
5634,15,45,10,5,25
5635,15,45,10,10,20
5636,15,45,10,15,15
5637,15,45,10,20,10
5638,15,45,10,25,5
5639,15,45,10,30,0
5640,15,45,15,0,25
5641,15,45,15,5,20
5642,15,45,15,10,15
5643,15,45,15,15,10
5644,15,45,15,20,5
5645,15,45,15,25,0
5646,15,45,20,0,20
5647,15,45,20,5,15
5648,15,45,20,10,10
5649,15,45,20,15,5
5650,15,45,20,20,0
5651,15,45,25,0,15
5652,15,45,25,5,10
5653,15,45,25,10,5
5654,15,45,25,15,0
5655,15,45,30,0,10
5656,15,45,30,5,5
5657,15,45,30,10,0
5658,15,45,35,0,5
5659,15,45,35,5,0
5660,15,45,40,0,0
5661,15,50,0,0,35
5662,15,50,0,5,30
5663,15,50,0,10,25
5664,15,50,0,15,20
5665,15,50,0,20,15
5666,15,50,0,25,10
5667,15,50,0,30,5
5668,15,50,0,35,0
5669,15,50,5,0,30
5670,15,50,5,5,25
5671,15,50,5,10,20
5672,15,50,5,15,15
5673,15,50,5,20,10
5674,15,50,5,25,5
5675,15,50,5,30,0
5676,15,50,10,0,25
5677,15,50,10,5,20
5678,15,50,10,10,15
5679,15,50,10,15,10
5680,15,50,10,20,5
5681,15,50,10,25,0
5682,15,50,15,0,20
5683,15,50,15,5,15
5684,15,50,15,10,10
5685,15,50,15,15,5
5686,15,50,15,20,0
5687,15,50,20,0,15
5688,15,50,20,5,10
5689,15,50,20,10,5
5690,15,50,20,15,0
5691,15,50,25,0,10
5692,15,50,25,5,5
5693,15,50,25,10,0
5694,15,50,30,0,5
5695,15,50,30,5,0
5696,15,50,35,0,0
5697,15,55,0,0,30
5698,15,55,0,5,25
5699,15,55,0,10,20
5700,15,55,0,15,15
5701,15,55,0,20,10
5702,15,55,0,25,5
5703,15,55,0,30,0
5704,15,55,5,0,25
5705,15,55,5,5,20
5706,15,55,5,10,15
5707,15,55,5,15,10
5708,15,55,5,20,5
5709,15,55,5,25,0
5710,15,55,10,0,20
5711,15,55,10,5,15
5712,15,55,10,10,10
5713,15,55,10,15,5
5714,15,55,10,20,0
5715,15,55,15,0,15
5716,15,55,15,5,10
5717,15,55,15,10,5
5718,15,55,15,15,0
5719,15,55,20,0,10
5720,15,55,20,5,5
5721,15,55,20,10,0
5722,15,55,25,0,5
5723,15,55,25,5,0
5724,15,55,30,0,0
5725,15,60,0,0,25
5726,15,60,0,5,20
5727,15,60,0,10,15
5728,15,60,0,15,10
5729,15,60,0,20,5
5730,15,60,0,25,0
5731,15,60,5,0,20
5732,15,60,5,5,15
5733,15,60,5,10,10
5734,15,60,5,15,5
5735,15,60,5,20,0
5736,15,60,10,0,15
5737,15,60,10,5,10
5738,15,60,10,10,5
5739,15,60,10,15,0
5740,15,60,15,0,10
5741,15,60,15,5,5
5742,15,60,15,10,0
5743,15,60,20,0,5
5744,15,60,20,5,0
5745,15,60,25,0,0
5746,15,65,0,0,20
5747,15,65,0,5,15
5748,15,65,0,10,10
5749,15,65,0,15,5
5750,15,65,0,20,0
5751,15,65,5,0,15
5752,15,65,5,5,10
5753,15,65,5,10,5
5754,15,65,5,15,0
5755,15,65,10,0,10
5756,15,65,10,5,5
5757,15,65,10,10,0
5758,15,65,15,0,5
5759,15,65,15,5,0
5760,15,65,20,0,0
5761,15,70,0,0,15
5762,15,70,0,5,10
5763,15,70,0,10,5
5764,15,70,0,15,0
5765,15,70,5,0,10
5766,15,70,5,5,5
5767,15,70,5,10,0
5768,15,70,10,0,5
5769,15,70,10,5,0
5770,15,70,15,0,0
5771,15,75,0,0,10
5772,15,75,0,5,5
5773,15,75,0,10,0
5774,15,75,5,0,5
5775,15,75,5,5,0
5776,15,75,10,0,0
5777,15,80,0,0,5
5778,15,80,0,5,0
5779,15,80,5,0,0
5780,15,85,0,0,0
5781,20,0,0,0,80
5782,20,0,0,5,75
5783,20,0,0,10,70
5784,20,0,0,15,65
5785,20,0,0,20,60
5786,20,0,0,25,55
5787,20,0,0,30,50
5788,20,0,0,35,45
5789,20,0,0,40,40
5790,20,0,0,45,35
5791,20,0,0,50,30
5792,20,0,0,55,25
5793,20,0,0,60,20
5794,20,0,0,65,15
5795,20,0,0,70,10
5796,20,0,0,75,5
5797,20,0,0,80,0
5798,20,0,5,0,75
5799,20,0,5,5,70
5800,20,0,5,10,65
5801,20,0,5,15,60
5802,20,0,5,20,55
5803,20,0,5,25,50
5804,20,0,5,30,45
5805,20,0,5,35,40
5806,20,0,5,40,35
5807,20,0,5,45,30
5808,20,0,5,50,25
5809,20,0,5,55,20
5810,20,0,5,60,15
5811,20,0,5,65,10
5812,20,0,5,70,5
5813,20,0,5,75,0
5814,20,0,10,0,70
5815,20,0,10,5,65
5816,20,0,10,10,60
5817,20,0,10,15,55
5818,20,0,10,20,50
5819,20,0,10,25,45
5820,20,0,10,30,40
5821,20,0,10,35,35
5822,20,0,10,40,30
5823,20,0,10,45,25
5824,20,0,10,50,20
5825,20,0,10,55,15
5826,20,0,10,60,10
5827,20,0,10,65,5
5828,20,0,10,70,0
5829,20,0,15,0,65
5830,20,0,15,5,60
5831,20,0,15,10,55
5832,20,0,15,15,50
5833,20,0,15,20,45
5834,20,0,15,25,40
5835,20,0,15,30,35
5836,20,0,15,35,30
5837,20,0,15,40,25
5838,20,0,15,45,20
5839,20,0,15,50,15
5840,20,0,15,55,10
5841,20,0,15,60,5
5842,20,0,15,65,0
5843,20,0,20,0,60
5844,20,0,20,5,55
5845,20,0,20,10,50
5846,20,0,20,15,45
5847,20,0,20,20,40
5848,20,0,20,25,35
5849,20,0,20,30,30
5850,20,0,20,35,25
5851,20,0,20,40,20
5852,20,0,20,45,15
5853,20,0,20,50,10
5854,20,0,20,55,5
5855,20,0,20,60,0
5856,20,0,25,0,55
5857,20,0,25,5,50
5858,20,0,25,10,45
5859,20,0,25,15,40
5860,20,0,25,20,35
5861,20,0,25,25,30
5862,20,0,25,30,25
5863,20,0,25,35,20
5864,20,0,25,40,15
5865,20,0,25,45,10
5866,20,0,25,50,5
5867,20,0,25,55,0
5868,20,0,30,0,50
5869,20,0,30,5,45
5870,20,0,30,10,40
5871,20,0,30,15,35
5872,20,0,30,20,30
5873,20,0,30,25,25
5874,20,0,30,30,20
5875,20,0,30,35,15
5876,20,0,30,40,10
5877,20,0,30,45,5
5878,20,0,30,50,0
5879,20,0,35,0,45
5880,20,0,35,5,40
5881,20,0,35,10,35
5882,20,0,35,15,30
5883,20,0,35,20,25
5884,20,0,35,25,20
5885,20,0,35,30,15
5886,20,0,35,35,10
5887,20,0,35,40,5
5888,20,0,35,45,0
5889,20,0,40,0,40
5890,20,0,40,5,35
5891,20,0,40,10,30
5892,20,0,40,15,25
5893,20,0,40,20,20
5894,20,0,40,25,15
5895,20,0,40,30,10
5896,20,0,40,35,5
5897,20,0,40,40,0
5898,20,0,45,0,35
5899,20,0,45,5,30
5900,20,0,45,10,25
5901,20,0,45,15,20
5902,20,0,45,20,15
5903,20,0,45,25,10
5904,20,0,45,30,5
5905,20,0,45,35,0
5906,20,0,50,0,30
5907,20,0,50,5,25
5908,20,0,50,10,20
5909,20,0,50,15,15
5910,20,0,50,20,10
5911,20,0,50,25,5
5912,20,0,50,30,0
5913,20,0,55,0,25
5914,20,0,55,5,20
5915,20,0,55,10,15
5916,20,0,55,15,10
5917,20,0,55,20,5
5918,20,0,55,25,0
5919,20,0,60,0,20
5920,20,0,60,5,15
5921,20,0,60,10,10
5922,20,0,60,15,5
5923,20,0,60,20,0
5924,20,0,65,0,15
5925,20,0,65,5,10
5926,20,0,65,10,5
5927,20,0,65,15,0
5928,20,0,70,0,10
5929,20,0,70,5,5
5930,20,0,70,10,0
5931,20,0,75,0,5
5932,20,0,75,5,0
5933,20,0,80,0,0
5934,20,5,0,0,75
5935,20,5,0,5,70
5936,20,5,0,10,65
5937,20,5,0,15,60
5938,20,5,0,20,55
5939,20,5,0,25,50
5940,20,5,0,30,45
5941,20,5,0,35,40
5942,20,5,0,40,35
5943,20,5,0,45,30
5944,20,5,0,50,25
5945,20,5,0,55,20
5946,20,5,0,60,15
5947,20,5,0,65,10
5948,20,5,0,70,5
5949,20,5,0,75,0
5950,20,5,5,0,70
5951,20,5,5,5,65
5952,20,5,5,10,60
5953,20,5,5,15,55
5954,20,5,5,20,50
5955,20,5,5,25,45
5956,20,5,5,30,40
5957,20,5,5,35,35
5958,20,5,5,40,30
5959,20,5,5,45,25
5960,20,5,5,50,20
5961,20,5,5,55,15
5962,20,5,5,60,10
5963,20,5,5,65,5
5964,20,5,5,70,0
5965,20,5,10,0,65
5966,20,5,10,5,60
5967,20,5,10,10,55
5968,20,5,10,15,50
5969,20,5,10,20,45
5970,20,5,10,25,40
5971,20,5,10,30,35
5972,20,5,10,35,30
5973,20,5,10,40,25
5974,20,5,10,45,20
5975,20,5,10,50,15
5976,20,5,10,55,10
5977,20,5,10,60,5
5978,20,5,10,65,0
5979,20,5,15,0,60
5980,20,5,15,5,55
5981,20,5,15,10,50
5982,20,5,15,15,45
5983,20,5,15,20,40
5984,20,5,15,25,35
5985,20,5,15,30,30
5986,20,5,15,35,25
5987,20,5,15,40,20
5988,20,5,15,45,15
5989,20,5,15,50,10
5990,20,5,15,55,5
5991,20,5,15,60,0
5992,20,5,20,0,55
5993,20,5,20,5,50
5994,20,5,20,10,45
5995,20,5,20,15,40
5996,20,5,20,20,35
5997,20,5,20,25,30
5998,20,5,20,30,25
5999,20,5,20,35,20
6000,20,5,20,40,15
6001,20,5,20,45,10
6002,20,5,20,50,5
6003,20,5,20,55,0
6004,20,5,25,0,50
6005,20,5,25,5,45
6006,20,5,25,10,40
6007,20,5,25,15,35
6008,20,5,25,20,30
6009,20,5,25,25,25
6010,20,5,25,30,20
6011,20,5,25,35,15
6012,20,5,25,40,10
6013,20,5,25,45,5
6014,20,5,25,50,0
6015,20,5,30,0,45
6016,20,5,30,5,40
6017,20,5,30,10,35
6018,20,5,30,15,30
6019,20,5,30,20,25
6020,20,5,30,25,20
6021,20,5,30,30,15
6022,20,5,30,35,10
6023,20,5,30,40,5
6024,20,5,30,45,0
6025,20,5,35,0,40
6026,20,5,35,5,35
6027,20,5,35,10,30
6028,20,5,35,15,25
6029,20,5,35,20,20
6030,20,5,35,25,15
6031,20,5,35,30,10
6032,20,5,35,35,5
6033,20,5,35,40,0
6034,20,5,40,0,35
6035,20,5,40,5,30
6036,20,5,40,10,25
6037,20,5,40,15,20
6038,20,5,40,20,15
6039,20,5,40,25,10
6040,20,5,40,30,5
6041,20,5,40,35,0
6042,20,5,45,0,30
6043,20,5,45,5,25
6044,20,5,45,10,20
6045,20,5,45,15,15
6046,20,5,45,20,10
6047,20,5,45,25,5
6048,20,5,45,30,0
6049,20,5,50,0,25
6050,20,5,50,5,20
6051,20,5,50,10,15
6052,20,5,50,15,10
6053,20,5,50,20,5
6054,20,5,50,25,0
6055,20,5,55,0,20
6056,20,5,55,5,15
6057,20,5,55,10,10
6058,20,5,55,15,5
6059,20,5,55,20,0
6060,20,5,60,0,15
6061,20,5,60,5,10
6062,20,5,60,10,5
6063,20,5,60,15,0
6064,20,5,65,0,10
6065,20,5,65,5,5
6066,20,5,65,10,0
6067,20,5,70,0,5
6068,20,5,70,5,0
6069,20,5,75,0,0
6070,20,10,0,0,70
6071,20,10,0,5,65
6072,20,10,0,10,60
6073,20,10,0,15,55
6074,20,10,0,20,50
6075,20,10,0,25,45
6076,20,10,0,30,40
6077,20,10,0,35,35
6078,20,10,0,40,30
6079,20,10,0,45,25
6080,20,10,0,50,20
6081,20,10,0,55,15
6082,20,10,0,60,10
6083,20,10,0,65,5
6084,20,10,0,70,0
6085,20,10,5,0,65
6086,20,10,5,5,60
6087,20,10,5,10,55
6088,20,10,5,15,50
6089,20,10,5,20,45
6090,20,10,5,25,40
6091,20,10,5,30,35
6092,20,10,5,35,30
6093,20,10,5,40,25
6094,20,10,5,45,20
6095,20,10,5,50,15
6096,20,10,5,55,10
6097,20,10,5,60,5
6098,20,10,5,65,0
6099,20,10,10,0,60
6100,20,10,10,5,55
6101,20,10,10,10,50
6102,20,10,10,15,45
6103,20,10,10,20,40
6104,20,10,10,25,35
6105,20,10,10,30,30
6106,20,10,10,35,25
6107,20,10,10,40,20
6108,20,10,10,45,15
6109,20,10,10,50,10
6110,20,10,10,55,5
6111,20,10,10,60,0
6112,20,10,15,0,55
6113,20,10,15,5,50
6114,20,10,15,10,45
6115,20,10,15,15,40
6116,20,10,15,20,35
6117,20,10,15,25,30
6118,20,10,15,30,25
6119,20,10,15,35,20
6120,20,10,15,40,15
6121,20,10,15,45,10
6122,20,10,15,50,5
6123,20,10,15,55,0
6124,20,10,20,0,50
6125,20,10,20,5,45
6126,20,10,20,10,40
6127,20,10,20,15,35
6128,20,10,20,20,30
6129,20,10,20,25,25
6130,20,10,20,30,20
6131,20,10,20,35,15
6132,20,10,20,40,10
6133,20,10,20,45,5
6134,20,10,20,50,0
6135,20,10,25,0,45
6136,20,10,25,5,40
6137,20,10,25,10,35
6138,20,10,25,15,30
6139,20,10,25,20,25
6140,20,10,25,25,20
6141,20,10,25,30,15
6142,20,10,25,35,10
6143,20,10,25,40,5
6144,20,10,25,45,0
6145,20,10,30,0,40
6146,20,10,30,5,35
6147,20,10,30,10,30
6148,20,10,30,15,25
6149,20,10,30,20,20
6150,20,10,30,25,15
6151,20,10,30,30,10
6152,20,10,30,35,5
6153,20,10,30,40,0
6154,20,10,35,0,35
6155,20,10,35,5,30
6156,20,10,35,10,25
6157,20,10,35,15,20
6158,20,10,35,20,15
6159,20,10,35,25,10
6160,20,10,35,30,5
6161,20,10,35,35,0
6162,20,10,40,0,30
6163,20,10,40,5,25
6164,20,10,40,10,20
6165,20,10,40,15,15
6166,20,10,40,20,10
6167,20,10,40,25,5
6168,20,10,40,30,0
6169,20,10,45,0,25
6170,20,10,45,5,20
6171,20,10,45,10,15
6172,20,10,45,15,10
6173,20,10,45,20,5
6174,20,10,45,25,0
6175,20,10,50,0,20
6176,20,10,50,5,15
6177,20,10,50,10,10
6178,20,10,50,15,5
6179,20,10,50,20,0
6180,20,10,55,0,15
6181,20,10,55,5,10
6182,20,10,55,10,5
6183,20,10,55,15,0
6184,20,10,60,0,10
6185,20,10,60,5,5
6186,20,10,60,10,0
6187,20,10,65,0,5
6188,20,10,65,5,0
6189,20,10,70,0,0
6190,20,15,0,0,65
6191,20,15,0,5,60
6192,20,15,0,10,55
6193,20,15,0,15,50
6194,20,15,0,20,45
6195,20,15,0,25,40
6196,20,15,0,30,35
6197,20,15,0,35,30
6198,20,15,0,40,25
6199,20,15,0,45,20
6200,20,15,0,50,15
6201,20,15,0,55,10
6202,20,15,0,60,5
6203,20,15,0,65,0
6204,20,15,5,0,60
6205,20,15,5,5,55
6206,20,15,5,10,50
6207,20,15,5,15,45
6208,20,15,5,20,40
6209,20,15,5,25,35
6210,20,15,5,30,30
6211,20,15,5,35,25
6212,20,15,5,40,20
6213,20,15,5,45,15
6214,20,15,5,50,10
6215,20,15,5,55,5
6216,20,15,5,60,0
6217,20,15,10,0,55
6218,20,15,10,5,50
6219,20,15,10,10,45
6220,20,15,10,15,40
6221,20,15,10,20,35
6222,20,15,10,25,30
6223,20,15,10,30,25
6224,20,15,10,35,20
6225,20,15,10,40,15
6226,20,15,10,45,10
6227,20,15,10,50,5
6228,20,15,10,55,0
6229,20,15,15,0,50
6230,20,15,15,5,45
6231,20,15,15,10,40
6232,20,15,15,15,35
6233,20,15,15,20,30
6234,20,15,15,25,25
6235,20,15,15,30,20
6236,20,15,15,35,15
6237,20,15,15,40,10
6238,20,15,15,45,5
6239,20,15,15,50,0
6240,20,15,20,0,45
6241,20,15,20,5,40
6242,20,15,20,10,35
6243,20,15,20,15,30
6244,20,15,20,20,25
6245,20,15,20,25,20
6246,20,15,20,30,15
6247,20,15,20,35,10
6248,20,15,20,40,5
6249,20,15,20,45,0
6250,20,15,25,0,40
6251,20,15,25,5,35
6252,20,15,25,10,30
6253,20,15,25,15,25
6254,20,15,25,20,20
6255,20,15,25,25,15
6256,20,15,25,30,10
6257,20,15,25,35,5
6258,20,15,25,40,0
6259,20,15,30,0,35
6260,20,15,30,5,30
6261,20,15,30,10,25
6262,20,15,30,15,20
6263,20,15,30,20,15
6264,20,15,30,25,10
6265,20,15,30,30,5
6266,20,15,30,35,0
6267,20,15,35,0,30
6268,20,15,35,5,25
6269,20,15,35,10,20
6270,20,15,35,15,15
6271,20,15,35,20,10
6272,20,15,35,25,5
6273,20,15,35,30,0
6274,20,15,40,0,25
6275,20,15,40,5,20
6276,20,15,40,10,15
6277,20,15,40,15,10
6278,20,15,40,20,5
6279,20,15,40,25,0
6280,20,15,45,0,20
6281,20,15,45,5,15
6282,20,15,45,10,10
6283,20,15,45,15,5
6284,20,15,45,20,0
6285,20,15,50,0,15
6286,20,15,50,5,10
6287,20,15,50,10,5
6288,20,15,50,15,0
6289,20,15,55,0,10
6290,20,15,55,5,5
6291,20,15,55,10,0
6292,20,15,60,0,5
6293,20,15,60,5,0
6294,20,15,65,0,0
6295,20,20,0,0,60
6296,20,20,0,5,55
6297,20,20,0,10,50
6298,20,20,0,15,45
6299,20,20,0,20,40
6300,20,20,0,25,35
6301,20,20,0,30,30
6302,20,20,0,35,25
6303,20,20,0,40,20
6304,20,20,0,45,15
6305,20,20,0,50,10
6306,20,20,0,55,5
6307,20,20,0,60,0
6308,20,20,5,0,55
6309,20,20,5,5,50
6310,20,20,5,10,45
6311,20,20,5,15,40
6312,20,20,5,20,35
6313,20,20,5,25,30
6314,20,20,5,30,25
6315,20,20,5,35,20
6316,20,20,5,40,15
6317,20,20,5,45,10
6318,20,20,5,50,5
6319,20,20,5,55,0
6320,20,20,10,0,50
6321,20,20,10,5,45
6322,20,20,10,10,40
6323,20,20,10,15,35
6324,20,20,10,20,30
6325,20,20,10,25,25
6326,20,20,10,30,20
6327,20,20,10,35,15
6328,20,20,10,40,10
6329,20,20,10,45,5
6330,20,20,10,50,0
6331,20,20,15,0,45
6332,20,20,15,5,40
6333,20,20,15,10,35
6334,20,20,15,15,30
6335,20,20,15,20,25
6336,20,20,15,25,20
6337,20,20,15,30,15
6338,20,20,15,35,10
6339,20,20,15,40,5
6340,20,20,15,45,0
6341,20,20,20,0,40
6342,20,20,20,5,35
6343,20,20,20,10,30
6344,20,20,20,15,25
6345,20,20,20,20,20
6346,20,20,20,25,15
6347,20,20,20,30,10
6348,20,20,20,35,5
6349,20,20,20,40,0
6350,20,20,25,0,35
6351,20,20,25,5,30
6352,20,20,25,10,25
6353,20,20,25,15,20
6354,20,20,25,20,15
6355,20,20,25,25,10
6356,20,20,25,30,5
6357,20,20,25,35,0
6358,20,20,30,0,30
6359,20,20,30,5,25
6360,20,20,30,10,20
6361,20,20,30,15,15
6362,20,20,30,20,10
6363,20,20,30,25,5
6364,20,20,30,30,0
6365,20,20,35,0,25
6366,20,20,35,5,20
6367,20,20,35,10,15
6368,20,20,35,15,10
6369,20,20,35,20,5
6370,20,20,35,25,0
6371,20,20,40,0,20
6372,20,20,40,5,15
6373,20,20,40,10,10
6374,20,20,40,15,5
6375,20,20,40,20,0
6376,20,20,45,0,15
6377,20,20,45,5,10
6378,20,20,45,10,5
6379,20,20,45,15,0
6380,20,20,50,0,10
6381,20,20,50,5,5
6382,20,20,50,10,0
6383,20,20,55,0,5
6384,20,20,55,5,0
6385,20,20,60,0,0
6386,20,25,0,0,55
6387,20,25,0,5,50
6388,20,25,0,10,45
6389,20,25,0,15,40
6390,20,25,0,20,35
6391,20,25,0,25,30
6392,20,25,0,30,25
6393,20,25,0,35,20
6394,20,25,0,40,15
6395,20,25,0,45,10
6396,20,25,0,50,5
6397,20,25,0,55,0
6398,20,25,5,0,50
6399,20,25,5,5,45
6400,20,25,5,10,40
6401,20,25,5,15,35
6402,20,25,5,20,30
6403,20,25,5,25,25
6404,20,25,5,30,20
6405,20,25,5,35,15
6406,20,25,5,40,10
6407,20,25,5,45,5
6408,20,25,5,50,0
6409,20,25,10,0,45
6410,20,25,10,5,40
6411,20,25,10,10,35
6412,20,25,10,15,30
6413,20,25,10,20,25
6414,20,25,10,25,20
6415,20,25,10,30,15
6416,20,25,10,35,10
6417,20,25,10,40,5
6418,20,25,10,45,0
6419,20,25,15,0,40
6420,20,25,15,5,35
6421,20,25,15,10,30
6422,20,25,15,15,25
6423,20,25,15,20,20
6424,20,25,15,25,15
6425,20,25,15,30,10
6426,20,25,15,35,5
6427,20,25,15,40,0
6428,20,25,20,0,35
6429,20,25,20,5,30
6430,20,25,20,10,25
6431,20,25,20,15,20
6432,20,25,20,20,15
6433,20,25,20,25,10
6434,20,25,20,30,5
6435,20,25,20,35,0
6436,20,25,25,0,30
6437,20,25,25,5,25
